"CAND_0020708","1",55,"Brings hands-on experience with search infrastructure including Elasticsearch or Solr."
"CAND_0037566","2",53,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0002025","3",53,"Demonstrates experience designing APIs for AI-native products with streaming response patterns."
"CAND_0049538","4",53,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0006567","5",53,"Shows deep expertise in systems design and low-latency backend infrastructure."
"CAND_0039754","6",53,"Brings hands-on experience with search infrastructure including Elasticsearch or Solr."
"CAND_0084005","7",52,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0095619","8",52,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0093193","9",52,"Shows deep expertise in systems design and low-latency backend infrastructure."
"CAND_0007411","10",52,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0037980","11",52,"Demonstrates experience scaling engineering headcount without degrading delivery throughput."
"CAND_0041669","12",52,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0027691","13",52,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0080766","14",52,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0051004","15",51,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0041610","16",51,"Brings experience in recommendation systems and personalization engine development."
"CAND_0007009","17",51,"Brings experience in recommendation systems and personalization engine development."
"CAND_0060054","18",51,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0061257","19",51,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0015528","20",51,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0030468","21",50,"Shows deep expertise in systems design and low-latency backend infrastructure."
"CAND_0094759","22",50,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0055992","23",50,"Shows experience building and deploying conversational AI and chatbot systems."
"CAND_0074735","24",50,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0054394","25",50,"Brings experience in recommendation systems and personalization engine development."
"CAND_0042029","26",50,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0000666","27",50,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0005311","28",50,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0042322","29",49,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0006418","30",49,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0010685","31",49,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0094358","32",49,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0005538","33",49,"Shows deep expertise in systems design and low-latency backend infrastructure."
"CAND_0003977","34",49,"Brings experience in recommendation systems and personalization engine development."
"CAND_0032515","35",49,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0057563","36",49,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0005260","37",49,"Shows clear progression from IC to technical leadership with measurable team outcomes."
"CAND_0071432","38",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0060257","39",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0051936","40",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0079370","41",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0057701","42",48,"Brings experience in recommendation systems and personalization engine development."
"CAND_0075249","43",48,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0024620","44",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0088025","45",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0022812","46",48,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0058882","47",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0050616","48",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0060072","49",48,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0041611","50",48,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0087630","51",48,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0046132","52",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0074595","53",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0014616","54",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0005649","55",47,"Brings hands-on experience with search infrastructure including Elasticsearch or Solr."
"CAND_0039383","56",47,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0019480","57",47,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0068351","58",47,"Brings hands-on experience with search infrastructure including Elasticsearch or Solr."
"CAND_0052335","59",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0044883","60",47,"Brings experience in AI safety, model evaluation, and responsible ML deployment."
"CAND_0080187","61",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0044855","62",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0064904","63",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0008425","64",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0045250","65",47,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0010770","66",47,"Brings experience in recommendation systems and personalization engine development."
"CAND_0060949","67",47,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0011208","68",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0001126","69",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0014601","70",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0024455","71",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0000628","72",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0065835","73",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0060472","74",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0015478","75",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0012730","76",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0094056","77",46,"Brings a strong research-to-production pipeline background in NLP and language models."
"CAND_0059557","78",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0073314","79",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0027765","80",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0028345","81",46,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0009691","82",45,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0030827","83",45,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0046079","84",45,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0089546","85",45,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0029367","86",45,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0071939","87",45,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0064270","88",45,"Shows experience building real-time ML feature stores used across multiple model pipelines."
"CAND_0087778","89",45,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0026532","90",44,"Brings experience in recommendation systems and personalization engine development."
"CAND_0006209","91",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0091577","92",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0084963","93",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0017061","94",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0060124","95",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0052706","96",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0036882","97",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0089552","98",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0081441","99",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
"CAND_0038099","100",44,"Combines solid data engineering skills with real-world ML pipeline deployment experience."
